file, #v, #c
cnf/soos/hash-12.cnf.gz.no_w.cnf, 565001, 2267618
cnf/soos/blasted_squaring51.cnf.gz.no_w.cnf, 496, 1947
cnf/soos/or-100-5-6-UC-60.cnf.gz.no_w.cnf, 200, 500
cnf/soos/75-15-3-q.cnf.gz.no_w.cnf, 1065, 1680
cnf/soos/or-60-5-6-UC-20.cnf.gz.no_w.cnf, 120, 300
cnf/soos/75-15-5-q.cnf.gz.no_w.cnf, 1065, 1680
cnf/soos/50-16-5-q.cnf.gz.no_w.cnf, 1216, 1920
cnf/soos/modexp8-7-5.cnf.gz.no_w.cnf, 147953, 582078
cnf/soos/modexp8-7-6.cnf.gz.no_w.cnf, 146833, 554414
cnf/soos/blasted_case21.cnf.gz.no_w.cnf, 126, 411
cnf/soos/90-17-1-q.cnf.gz.no_w.cnf, 1377, 2176
cnf/soos/hash-8.cnf.gz.no_w.cnf, 376681, 1511750
cnf/soos/or-70-20-2-UC-10.cnf.gz.no_w.cnf, 140, 350
cnf/soos/blasted_case119.cnf.gz.no_w.cnf, 267, 787
cnf/soos/or-50-20-3-UC-40.cnf.gz.no_w.cnf, 100, 250
cnf/soos/hash-11-1.cnf.gz.no_w.cnf, 518317, 2081269
cnf/soos/parity.sk_11_11.cnf.gz.no_w.cnf, 13116, 47506
cnf/soos/s9234a_15_7.cnf.gz.no_w.cnf, 6382, 14839
cnf/soos/prod-1s.cnf.gz.no_w.cnf, 569, 2494
cnf/soos/or-70-5-9-UC-10.cnf.gz.no_w.cnf, 140, 350
cnf/soos/blasted_case115.cnf.gz.no_w.cnf, 428, 1851
cnf/soos/s420_3_2.cnf.gz.no_w.cnf, 294, 694
cnf/soos/leader_sync4_8.pm_5steps_7int_3fract_elected_over.dimacs.gz.no_w.cnf, 34889, 17573
cnf/soos/blasted_case_0_b12_even3.cnf.gz.no_w.cnf, 4157, 13049
cnf/soos/or-50-5-6-UC-30.cnf.gz.no_w.cnf, 100, 250
cnf/soos/or-100-5-3-UC-20.cnf.gz.no_w.cnf, 200, 500
cnf/soos/hash-11-7.cnf.gz.no_w.cnf, 524125, 2120847
cnf/soos/blasted_case_1_b14_even.cnf.gz.no_w.cnf, 1304, 4057
cnf/soos/modexp8-8-3.cnf.gz.no_w.cnf, 167025, 630158
cnf/soos/75-16-4-q.cnf.gz.no_w.cnf, 1216, 1920
cnf/soos/or-70-20-10-UC-40.cnf.gz.no_w.cnf, 140, 350
cnf/soos/90-16-3-q.cnf.gz.no_w.cnf, 1216, 1920
cnf/soos/75-19-4-q.cnf.gz.no_w.cnf, 1729, 2736
cnf/soos/or-100-20-3-UC-40.cnf.gz.no_w.cnf, 200, 500
cnf/soos/12B-3.cnf.gz.no_w.cnf, 43987, 199300
cnf/soos/08A-4.cnf.gz.no_w.cnf, 10270, 41713
cnf/soos/s510_15_7.cnf.gz.no_w.cnf, 340, 948
cnf/soos/modexp8-6-8.cnf.gz.no_w.cnf, 121841, 483182
cnf/soos/s526a_3_2.cnf.gz.no_w.cnf, 366, 944
cnf/soos/or-50-5-8-UC-20.cnf.gz.no_w.cnf, 100, 250
cnf/soos/or-100-5-8-UC-60.cnf.gz.no_w.cnf, 200, 500
cnf/soos/blasted_case_3_b14_1.cnf.gz.no_w.cnf, 238, 681
cnf/soos/prod-8s.cnf.gz.no_w.cnf, 4377, 19854
cnf/soos/01A-1.cnf.gz.no_w.cnf, 2286, 8823
cnf/soos/90-42-2-q.cnf.gz.no_w.cnf, 8652, 13776
cnf/soos/min-20.cnf.gz.no_w.cnf, 3813, 10654
cnf/soos/leader_sync4_11.pm_5steps_7int_20fract_elected_over.dimacs.gz.no_w.cnf, 214202, 135089
cnf/soos/11A-2.cnf.gz.no_w.cnf, 4577, 17436
cnf/soos/05B-1.cnf.gz.no_w.cnf, 10978, 48366
cnf/soos/50-20-5-q.cnf.gz.no_w.cnf, 1920, 3040
cnf/soos/blasted_squaring4.cnf.gz.no_w.cnf, 891, 2839
cnf/soos/blasted_TR_b12_2_linear.cnf.gz.no_w.cnf, 2426, 8373
cnf/soos/leader_sync3_64.pm_4steps_7int_6fract_elected_under.dimacs.gz.no_w.cnf, 98746, 52695
cnf/soos/50-20-6-q.cnf.gz.no_w.cnf, 1920, 3040
cnf/soos/ConcreteRoleAffectationService.sk_119_273.cnf.gz.no_w.cnf, 395951, 1520924
cnf/soos/or-100-5-3.cnf.gz.no_w.cnf, 200, 500
cnf/soos/90-23-6-q.cnf.gz.no_w.cnf, 2553, 4048
cnf/soos/or-50-5-2-UC-30.cnf.gz.no_w.cnf, 100, 250
cnf/soos/blasted_case33.cnf.gz.no_w.cnf, 51, 143
cnf/soos/or-50-20-9-UC-10.cnf.gz.no_w.cnf, 100, 250
cnf/soos/brp.pm_14steps_14int_8fract_p1_N=5000_MAX=4over.dimacs.gz.no_w.cnf, 116874, 71444
cnf/soos/or-100-10-3-UC-50.cnf.gz.no_w.cnf, 200, 500
cnf/soos/or-100-20-1.cnf.gz.no_w.cnf, 200, 500
cnf/soos/or-60-10-10-UC-30.cnf.gz.no_w.cnf, 120, 300
cnf/soos/or-60-10-2-UC-40.cnf.gz.no_w.cnf, 120, 300
cnf/soos/leader_sync6_2.pm_7steps_7int_1fract_elected_under.dimacs.gz.no_w.cnf, 48831, 26364
cnf/soos/hash-12-7.cnf.gz.no_w.cnf, 571769, 2313650
cnf/soos/leader_sync4_11.pm_5steps_7int_11fract_elected_neg_under.dimacs.gz.no_w.cnf, 113303, 65306
cnf/soos/or-100-5-2-UC-30.cnf.gz.no_w.cnf, 200, 500
cnf/soos/blasted_squaring40.cnf.gz.no_w.cnf, 4173, 13539
cnf/soos/blasted_case30.cnf.gz.no_w.cnf, 68, 195
cnf/soos/or-50-10-4-UC-40.cnf.gz.no_w.cnf, 100, 250
cnf/soos/90-30-10-q.cnf.gz.no_w.cnf, 4380, 6960
cnf/soos/or-60-5-9-UC-20.cnf.gz.no_w.cnf, 120, 300
cnf/soos/17.sk_3_45.cnf.gz.no_w.cnf, 10090, 27056
cnf/soos/or-50-10-6-UC-20.cnf.gz.no_w.cnf, 100, 250
cnf/soos/75-25-3-q.cnf.gz.no_w.cnf, 3025, 4800
cnf/soos/or-70-20-3-UC-40.cnf.gz.no_w.cnf, 140, 350
cnf/soos/01B-1.cnf.gz.no_w.cnf, 9159, 39959
cnf/soos/hash-14.cnf.gz.no_w.cnf, 659161, 2645552
cnf/soos/or-60-10-4-UC-10.cnf.gz.no_w.cnf, 120, 300
cnf/soos/or-100-10-8-UC-40.cnf.gz.no_w.cnf, 200, 500
cnf/soos/egl.pm_31steps_6int_1fract_unfairA_N=5_L=2under.dimacs.gz.no_w.cnf, 2364209, 1776164
cnf/soos/or-60-10-5-UC-10.cnf.gz.no_w.cnf, 120, 300
cnf/soos/or-70-20-8-UC-30.cnf.gz.no_w.cnf, 140, 350
cnf/soos/or-100-20-7.cnf.gz.no_w.cnf, 200, 500
cnf/soos/leader_sync4_11.pm_5steps_7int_5fract_elected_neg_under.dimacs.gz.no_w.cnf, 54283, 26786
cnf/soos/or-70-10-1.cnf.gz.no_w.cnf, 140, 350
cnf/soos/brp.pm_14steps_22int_8fract_p1_N=100000_MAX=4over.dimacs.gz.no_w.cnf, 192136, 132737
cnf/soos/blasted_squaring21.cnf.gz.no_w.cnf, 697, 2203
cnf/soos/08A-3.cnf.gz.no_w.cnf, 7889, 31974
cnf/soos/registerlesSwap.sk_3_10.cnf.gz.no_w.cnf, 372, 1493
cnf/soos/90-30-7-q.cnf.gz.no_w.cnf, 4380, 6960
cnf/soos/50-20-1-q.cnf.gz.no_w.cnf, 1920, 3040
cnf/soos/75-23-7-q.cnf.gz.no_w.cnf, 2553, 4048
cnf/soos/or-100-5-7.cnf.gz.no_w.cnf, 200, 500
cnf/soos/50-18-3-q.cnf.gz.no_w.cnf, 1548, 2448
cnf/soos/50-14-8-q.cnf.gz.no_w.cnf, 924, 1456
cnf/soos/90-21-6-q.cnf.gz.no_w.cnf, 2121, 3360
cnf/soos/min-1s.cnf.gz.no_w.cnf, 168, 462
cnf/soos/or-50-10-3-UC-40.cnf.gz.no_w.cnf, 100, 250
cnf/soos/or-100-20-3.cnf.gz.no_w.cnf, 200, 500
cnf/soos/17B-2.cnf.gz.no_w.cnf, 23036, 103140
cnf/soos/or-100-10-10-UC-10.cnf.gz.no_w.cnf, 200, 500
cnf/soos/90-18-8-q.cnf.gz.no_w.cnf, 1548, 2448
cnf/soos/or-60-10-8.cnf.gz.no_w.cnf, 120, 300
cnf/soos/90-16-9-q.cnf.gz.no_w.cnf, 1216, 1920
cnf/soos/or-50-10-2.cnf.gz.no_w.cnf, 100, 250
cnf/soos/90-22-1-q.cnf.gz.no_w.cnf, 2332, 3696
cnf/soos/or-60-5-4-UC-20.cnf.gz.no_w.cnf, 120, 300
cnf/soos/modexp8-7-7.cnf.gz.no_w.cnf, 148177, 605262
cnf/soos/75-10-6-q.cnf.gz.no_w.cnf, 460, 720
cnf/soos/or-100-20-8-UC-60.cnf.gz.no_w.cnf, 200, 500
cnf/soos/or-60-5-3-UC-10.cnf.gz.no_w.cnf, 120, 300
cnf/soos/or-100-10-4-UC-20.cnf.gz.no_w.cnf, 200, 500
cnf/soos/blasted_case124.cnf.gz.no_w.cnf, 133, 386
cnf/soos/10B-4.cnf.gz.no_w.cnf, 49980, 225261
cnf/soos/leader_sync4_11.pm_5steps_7int_9fract_elected_under.dimacs.gz.no_w.cnf, 90237, 49429
cnf/soos/or-70-5-4-UC-40.cnf.gz.no_w.cnf, 140, 350
cnf/soos/or-50-10-3.cnf.gz.no_w.cnf, 100, 250
cnf/soos/or-50-5-4-UC-20.cnf.gz.no_w.cnf, 100, 250
cnf/soos/leader_sync4_11.pm_5steps_7int_6fract_elected_neg_over.dimacs.gz.no_w.cnf, 60805, 30386
cnf/soos/or-50-10-9.cnf.gz.no_w.cnf, 100, 250
cnf/soos/50-18-1-q.cnf.gz.no_w.cnf, 1548, 2448
cnf/soos/90-19-5-q.cnf.gz.no_w.cnf, 1729, 2736
cnf/soos/modexp8-8-7.cnf.gz.no_w.cnf, 169329, 691726
cnf/soos/12A-2.cnf.gz.no_w.cnf, 4577, 17436
cnf/soos/blasted_case133.cnf.gz.no_w.cnf, 211, 615
cnf/soos/blasted_case46.cnf.gz.no_w.cnf, 176, 660
cnf/soos/or-50-5-4-UC-10.cnf.gz.no_w.cnf, 100, 250
cnf/soos/or-60-5-2-UC-20.cnf.gz.no_w.cnf, 120, 300
cnf/soos/50-14-4-q.cnf.gz.no_w.cnf, 924, 1456
cnf/soos/modexp8-4-1.cnf.gz.no_w.cnf, 79409, 288110
cnf/soos/or-60-10-1-UC-30.cnf.gz.no_w.cnf, 120, 300
cnf/soos/90-12-6-q.cnf.gz.no_w.cnf, 672, 1056
cnf/soos/s953a_15_7.cnf.gz.no_w.cnf, 602, 1657
cnf/soos/s820a_3_2.cnf.gz.no_w.cnf, 598, 1627
cnf/soos/or-50-20-9-UC-30.cnf.gz.no_w.cnf, 100, 250
cnf/soos/blasted_case29.cnf.gz.no_w.cnf, 65, 190
cnf/soos/or-100-5-3-UC-50.cnf.gz.no_w.cnf, 200, 500
cnf/soos/or-70-10-9-UC-10.cnf.gz.no_w.cnf, 140, 350
cnf/soos/modexp8-5-2.cnf.gz.no_w.cnf, 101713, 419694
cnf/soos/13A-1.cnf.gz.no_w.cnf, 4857, 20646
cnf/soos/90-10-9-q.cnf.gz.no_w.cnf, 460, 720
cnf/soos/10A-2.cnf.gz.no_w.cnf, 5363, 20879
cnf/soos/logcount.sk_16_86.cnf.gz.no_w.cnf, 19126, 68146
cnf/soos/75-23-8-q.cnf.gz.no_w.cnf, 2553, 4048
cnf/soos/leader_sync4_11.pm_5steps_7int_20fract_elected_neg_under.dimacs.gz.no_w.cnf, 217363, 137646
cnf/soos/blasted_case36.cnf.gz.no_w.cnf, 64, 208
cnf/soos/or-60-10-9-UC-40.cnf.gz.no_w.cnf, 120, 300
cnf/soos/blasted_squaring3.cnf.gz.no_w.cnf, 885, 2809
cnf/soos/s420_new_3_2.cnf.gz.no_w.cnf, 294, 694
cnf/soos/or-60-20-3-UC-40.cnf.gz.no_w.cnf, 120, 300
cnf/soos/min-2s.cnf.gz.no_w.cnf, 301, 920
cnf/soos/or-60-5-8-UC-20.cnf.gz.no_w.cnf, 120, 300
cnf/soos/or-60-10-2.cnf.gz.no_w.cnf, 120, 300
cnf/soos/blasted_case145.cnf.gz.no_w.cnf, 219, 558
cnf/soos/or-100-20-9-UC-20.cnf.gz.no_w.cnf, 200, 500
cnf/soos/log2.sk_72_391.cnf.gz.no_w.cnf, 185178, 716257
cnf/soos/or-60-10-4-UC-20.cnf.gz.no_w.cnf, 120, 300
cnf/soos/90-20-7-q.cnf.gz.no_w.cnf, 1920, 3040
cnf/soos/or-100-20-6-UC-30.cnf.gz.no_w.cnf, 200, 500
cnf/soos/leader_sync3_32.pm_4steps_7int_5fract_elected_over.dimacs.gz.no_w.cnf, 52715, 26809
cnf/soos/or-50-10-8-UC-30.cnf.gz.no_w.cnf, 100, 250
cnf/soos/or-50-10-5-UC-40.cnf.gz.no_w.cnf, 100, 250
cnf/soos/75-12-10-q.cnf.gz.no_w.cnf, 672, 1056
cnf/soos/or-60-20-5-UC-10.cnf.gz.no_w.cnf, 120, 300
cnf/soos/blasted_case_1_ptb_1.cnf.gz.no_w.cnf, 966, 3035
cnf/soos/11A-3.cnf.gz.no_w.cnf, 6442, 24589
cnf/soos/or-70-5-4-UC-20.cnf.gz.no_w.cnf, 140, 350
cnf/soos/or-100-5-8-UC-10.cnf.gz.no_w.cnf, 200, 500
cnf/soos/nand.pm_80steps_15int_8fract_lessThan10PercentAreErroneous_N=20_K=2under.dimacs.gz.no_w.cnf, 5209460, 3043001
cnf/soos/or-50-5-8.cnf.gz.no_w.cnf, 100, 250
cnf/soos/hash-10-5.cnf.gz.no_w.cnf, 469681, 1881424
cnf/soos/min-16s.cnf.gz.no_w.cnf, 2265, 7502
cnf/soos/modexp8-7-8.cnf.gz.no_w.cnf, 142129, 563710
cnf/soos/or-50-5-5-UC-30.cnf.gz.no_w.cnf, 100, 250
cnf/soos/modexp8-7-3.cnf.gz.no_w.cnf, 146161, 551390
cnf/soos/75-25-10-q.cnf.gz.no_w.cnf, 3025, 4800
cnf/soos/75-10-10-q.cnf.gz.no_w.cnf, 460, 720
cnf/soos/or-70-5-2-UC-30.cnf.gz.no_w.cnf, 140, 350
cnf/soos/90-24-8-q.cnf.gz.no_w.cnf, 2784, 4416
cnf/soos/or-70-20-9-UC-10.cnf.gz.no_w.cnf, 140, 350
cnf/soos/blasted_TR_b12_even7_linear.cnf.gz.no_w.cnf, 8633, 28088
cnf/soos/blasted_case_1_b12_2.cnf.gz.no_w.cnf, 827, 2725
cnf/soos/90-34-2-q.cnf.gz.no_w.cnf, 5644, 8976
cnf/soos/50-18-9-q.cnf.gz.no_w.cnf, 1548, 2448
cnf/soos/or-100-5-3-UC-30.cnf.gz.no_w.cnf, 200, 500
cnf/soos/s510_7_4.cnf.gz.no_w.cnf, 316, 844
cnf/soos/isolateRightmost.sk_7_481.cnf.gz.no_w.cnf, 10057, 35275
cnf/soos/blasted_case112.cnf.gz.no_w.cnf, 137, 520
cnf/soos/75-14-1-q.cnf.gz.no_w.cnf, 924, 1456
cnf/soos/or-60-5-3-UC-40.cnf.gz.no_w.cnf, 120, 300
cnf/soos/90-20-1-q.cnf.gz.no_w.cnf, 1920, 3040
cnf/soos/10A-3.cnf.gz.no_w.cnf, 7557, 29490
cnf/soos/75-17-9-q.cnf.gz.no_w.cnf, 1377, 2176
cnf/soos/or-60-10-2-UC-10.cnf.gz.no_w.cnf, 120, 300
cnf/soos/or-100-20-4-UC-10.cnf.gz.no_w.cnf, 200, 500
cnf/soos/or-100-5-8.cnf.gz.no_w.cnf, 200, 500
cnf/soos/or-100-20-2.cnf.gz.no_w.cnf, 200, 500
cnf/soos/or-100-20-4-UC-40.cnf.gz.no_w.cnf, 200, 500
cnf/soos/prod-32.cnf.gz.no_w.cnf, 59689, 298766
cnf/soos/s1488_15_7.cnf.gz.no_w.cnf, 941, 2783
cnf/soos/90-34-1-q.cnf.gz.no_w.cnf, 5644, 8976
cnf/soos/blasted_squaring70.cnf.gz.no_w.cnf, 882, 2663
cnf/soos/or-70-20-4-UC-10.cnf.gz.no_w.cnf, 140, 350
cnf/soos/90-12-4-q.cnf.gz.no_w.cnf, 672, 1056
cnf/soos/or-100-20-2-UC-10.cnf.gz.no_w.cnf, 200, 500
cnf/soos/or-70-5-8-UC-40.cnf.gz.no_w.cnf, 140, 350
cnf/soos/blasted_case146.cnf.gz.no_w.cnf, 219, 558
cnf/soos/tutorial2.sk_3_4.cnf.gz.no_w.cnf, 16726, 77653
cnf/soos/04A-1.cnf.gz.no_w.cnf, 2223, 8758
cnf/soos/s420_new1_15_7.cnf.gz.no_w.cnf, 366, 994
cnf/soos/or-100-20-10-UC-30.cnf.gz.no_w.cnf, 200, 500
cnf/soos/blasted_TR_b12_even3_linear.cnf.gz.no_w.cnf, 8633, 28088
cnf/soos/04B-3.cnf.gz.no_w.cnf, 28073, 125525
cnf/soos/90-34-4-q.cnf.gz.no_w.cnf, 5644, 8976
cnf/soos/75-23-2-q.cnf.gz.no_w.cnf, 2553, 4048
cnf/soos/or-70-20-3-UC-20.cnf.gz.no_w.cnf, 140, 350
cnf/soos/or-100-20-5-UC-60.cnf.gz.no_w.cnf, 200, 500
cnf/soos/or-100-10-1-UC-40.cnf.gz.no_w.cnf, 200, 500
cnf/soos/or-70-10-7-UC-10.cnf.gz.no_w.cnf, 140, 350
cnf/soos/90-10-5-q.cnf.gz.no_w.cnf, 460, 720
cnf/soos/or-70-5-1-UC-10.cnf.gz.no_w.cnf, 140, 350
cnf/soos/90-14-2-q.cnf.gz.no_w.cnf, 924, 1456
cnf/soos/17A-3.cnf.gz.no_w.cnf, 13793, 58831
cnf/soos/hash-16.cnf.gz.no_w.cnf, 753321, 3023486
cnf/soos/90-38-8-q.cnf.gz.no_w.cnf, 7068, 11248
cnf/soos/leader_sync4_11.pm_5steps_7int_17fract_elected_under.dimacs.gz.no_w.cnf, 183458, 114049
cnf/soos/17A-5.cnf.gz.no_w.cnf, 22165, 94911
cnf/soos/or-70-10-5-UC-10.cnf.gz.no_w.cnf, 140, 350
cnf/soos/blasted_case2.cnf.gz.no_w.cnf, 296, 1116
cnf/soos/leader_sync4_11.pm_5steps_7int_11fract_elected_under.dimacs.gz.no_w.cnf, 113298, 65329
cnf/soos/leader_sync4_11.pm_5steps_7int_13fract_elected_under.dimacs.gz.no_w.cnf, 137358, 82069
cnf/soos/or-60-10-9.cnf.gz.no_w.cnf, 120, 300
cnf/soos/90-25-9-q.cnf.gz.no_w.cnf, 3025, 4800
cnf/soos/min-32s.cnf.gz.no_w.cnf, 4585, 15150
cnf/soos/leader_sync4_11.pm_5steps_7int_4fract_elected_over.dimacs.gz.no_w.cnf, 46798, 23209
cnf/soos/blasted_case23.cnf.gz.no_w.cnf, 77, 235
cnf/soos/90-19-3-q.cnf.gz.no_w.cnf, 1729, 2736
cnf/soos/leader_sync4_32.pm_5steps_7int_5fract_elected_under.dimacs.gz.no_w.cnf, 84398, 43769
cnf/soos/or-60-10-9-UC-30.cnf.gz.no_w.cnf, 120, 300
cnf/soos/hash-11.cnf.gz.no_w.cnf, 517921, 2078651
cnf/soos/50-16-8-q.cnf.gz.no_w.cnf, 1216, 1920
cnf/soos/or-100-5-5-UC-40.cnf.gz.no_w.cnf, 200, 500
cnf/soos/or-100-10-4-UC-50.cnf.gz.no_w.cnf, 200, 500
cnf/soos/or-100-20-7-UC-20.cnf.gz.no_w.cnf, 200, 500
cnf/soos/or-60-5-9-UC-30.cnf.gz.no_w.cnf, 120, 300
cnf/soos/or-70-20-4-UC-20.cnf.gz.no_w.cnf, 140, 350
cnf/soos/nand.pm_100steps_15int_8fract_lessThan10PercentAreErroneous_N=20_K=4under.dimacs.gz.no_w.cnf, 6489412, 3786166
cnf/soos/or-70-5-10.cnf.gz.no_w.cnf, 140, 350
cnf/soos/or-60-5-6-UC-10.cnf.gz.no_w.cnf, 120, 300
cnf/soos/or-100-10-9-UC-20.cnf.gz.no_w.cnf, 200, 500
cnf/soos/75-24-9-q.cnf.gz.no_w.cnf, 2784, 4416
cnf/soos/hash-10-8.cnf.gz.no_w.cnf, 470921, 1889964
cnf/soos/s953a_3_2.cnf.gz.no_w.cnf, 515, 1297
cnf/soos/hash-8-8.cnf.gz.no_w.cnf, 376745, 1511974
cnf/soos/90-15-4-q.cnf.gz.no_w.cnf, 1065, 1680
cnf/soos/nand.pm_80steps_15int_8fract_lessThan10PercentAreErroneous_N=20_K=3under.dimacs.gz.no_w.cnf, 5211280, 3044030
cnf/soos/blasted_case54.cnf.gz.no_w.cnf, 203, 725
cnf/soos/blasted_case108.cnf.gz.no_w.cnf, 205, 800
cnf/soos/or-60-5-1-UC-40.cnf.gz.no_w.cnf, 120, 300
cnf/soos/egl.pm_100steps_6int_1fract_unfairA_N=10_L=4over.dimacs.gz.no_w.cnf, 7695558, 5729026
cnf/soos/or-100-5-10.cnf.gz.no_w.cnf, 200, 500
cnf/soos/50-14-1-q.cnf.gz.no_w.cnf, 924, 1456
cnf/soos/or-60-20-7-UC-40.cnf.gz.no_w.cnf, 120, 300
cnf/soos/s5378a_15_7.cnf.gz.no_w.cnf, 3766, 8732
cnf/soos/or-50-10-5-UC-30.cnf.gz.no_w.cnf, 100, 250
cnf/soos/or-50-5-7.cnf.gz.no_w.cnf, 100, 250
cnf/soos/or-60-5-2-UC-40.cnf.gz.no_w.cnf, 120, 300
cnf/soos/blasted_squaring12.cnf.gz.no_w.cnf, 1507, 5210
cnf/soos/50-10-9-q.cnf.gz.no_w.cnf, 460, 720
cnf/soos/90-25-4-q.cnf.gz.no_w.cnf, 3025, 4800
cnf/soos/or-70-20-8-UC-40.cnf.gz.no_w.cnf, 140, 350
cnf/soos/s9234a_7_4.cnf.gz.no_w.cnf, 6313, 14555
cnf/soos/75-20-9-q.cnf.gz.no_w.cnf, 1920, 3040
cnf/soos/or-60-5-10-UC-30.cnf.gz.no_w.cnf, 120, 300
cnf/soos/57.sk_4_64.cnf.gz.no_w.cnf, 6917, 23549
cnf/soos/or-50-10-8-UC-10.cnf.gz.no_w.cnf, 100, 250
cnf/soos/s15850a_3_2.cnf.gz.no_w.cnf, 10908, 24476
cnf/soos/blasted_case121.cnf.gz.no_w.cnf, 291, 975
cnf/soos/leader_sync4_11.pm_5steps_7int_6fract_elected_under.dimacs.gz.no_w.cnf, 61776, 31009
cnf/soos/or-60-5-1.cnf.gz.no_w.cnf, 120, 300
cnf/soos/herman21.pm_20steps_6int_1fract_stable_under.dimacs.gz.no_w.cnf, 206909, 106425
cnf/soos/leader_sync4_11.pm_5steps_7int_7fract_elected_neg_under.dimacs.gz.no_w.cnf, 70816, 36586
cnf/soos/blasted_TR_b14_1_linear.cnf.gz.no_w.cnf, 1287, 3950
cnf/soos/egl.pm_31steps_6int_1fract_unfairA_N=5_L=2over.dimacs.gz.no_w.cnf, 2364209, 1776164
cnf/soos/07B-1.cnf.gz.no_w.cnf, 12836, 56934
cnf/soos/75-25-4-q.cnf.gz.no_w.cnf, 3025, 4800
cnf/soos/blasted_case22.cnf.gz.no_w.cnf, 126, 411
cnf/soos/75-26-8-q.cnf.gz.no_w.cnf, 3276, 5200
cnf/soos/75-12-8-q.cnf.gz.no_w.cnf, 672, 1056
cnf/soos/s1488_7_4.cnf.gz.no_w.cnf, 872, 2499
cnf/soos/or-70-20-8-UC-20.cnf.gz.no_w.cnf, 140, 350
cnf/soos/or-60-5-1-UC-10.cnf.gz.no_w.cnf, 120, 300
cnf/soos/75-25-5-q.cnf.gz.no_w.cnf, 3025, 4800
cnf/soos/s38417_7_4.cnf.gz.no_w.cnf, 25546, 57662
cnf/soos/75-22-8-q.cnf.gz.no_w.cnf, 2332, 3696
cnf/soos/hash-12-4.cnf.gz.no_w.cnf, 565577, 2271314
cnf/soos/prod-3s.cnf.gz.no_w.cnf, 1657, 7454
cnf/soos/75-23-3-q.cnf.gz.no_w.cnf, 2553, 4048
cnf/soos/or-60-10-4-UC-40.cnf.gz.no_w.cnf, 120, 300
cnf/soos/brp.pm_14steps_22int_8fract_p1_N=10000_MAX=4over.dimacs.gz.no_w.cnf, 194193, 134360
cnf/soos/50-14-9-q.cnf.gz.no_w.cnf, 924, 1456
cnf/soos/blasted_case_0_b11_1.cnf.gz.no_w.cnf, 340, 1026
cnf/soos/or-70-10-4-UC-10.cnf.gz.no_w.cnf, 140, 350
cnf/soos/blasted_case31.cnf.gz.no_w.cnf, 53, 148
cnf/soos/50-12-9-q.cnf.gz.no_w.cnf, 672, 1056
cnf/soos/or-60-20-6-UC-30.cnf.gz.no_w.cnf, 120, 300
cnf/soos/blasted_squaring25.cnf.gz.no_w.cnf, 846, 2947
cnf/soos/leader_sync4_11.pm_5steps_7int_11fract_elected_neg_over.dimacs.gz.no_w.cnf, 110827, 63406
cnf/soos/s1196a_15_7.cnf.gz.no_w.cnf, 777, 2165
cnf/soos/90-46-8-q.cnf.gz.no_w.cnf, 10396, 16560
cnf/soos/50-18-8-q.cnf.gz.no_w.cnf, 1548, 2448
cnf/soos/blasted_case18.cnf.gz.no_w.cnf, 579, 1815
cnf/soos/90-10-3-q.cnf.gz.no_w.cnf, 460, 720
cnf/soos/or-70-5-5-UC-40.cnf.gz.no_w.cnf, 140, 350
cnf/soos/or-100-20-3-UC-10.cnf.gz.no_w.cnf, 200, 500
cnf/soos/leader_sync4_11.pm_5steps_7int_14fract_elected_over.dimacs.gz.no_w.cnf, 145862, 87589
cnf/soos/or-50-10-1-UC-40.cnf.gz.no_w.cnf, 100, 250
cnf/soos/or-100-20-8-UC-10.cnf.gz.no_w.cnf, 200, 500
cnf/soos/90-30-9-q.cnf.gz.no_w.cnf, 4380, 6960
cnf/soos/10B-11.cnf.gz.no_w.cnf, 130690, 591417
cnf/soos/or-60-20-10-UC-20.cnf.gz.no_w.cnf, 120, 300
cnf/soos/50-12-5-q.cnf.gz.no_w.cnf, 672, 1056
cnf/soos/or-50-20-5-UC-20.cnf.gz.no_w.cnf, 100, 250
cnf/soos/90-17-6-q.cnf.gz.no_w.cnf, 1377, 2176
cnf/soos/10B-9.cnf.gz.no_w.cnf, 107630, 486801
cnf/soos/ProcessBean.sk_8_64.cnf.gz.no_w.cnf, 4768, 14458
cnf/soos/or-50-5-7-UC-20.cnf.gz.no_w.cnf, 100, 250
cnf/soos/or-70-20-1.cnf.gz.no_w.cnf, 140, 350
cnf/soos/or-50-10-2-UC-20.cnf.gz.no_w.cnf, 100, 250
cnf/soos/or-50-5-3-UC-40.cnf.gz.no_w.cnf, 100, 250
cnf/soos/79.sk_4_40.cnf.gz.no_w.cnf, 5707, 21005
cnf/soos/or-70-10-10-UC-10.cnf.gz.no_w.cnf, 140, 350
cnf/soos/leader_sync4_11.pm_5steps_7int_16fract_elected_over.dimacs.gz.no_w.cnf, 168482, 103289
cnf/soos/or-100-20-3-UC-30.cnf.gz.no_w.cnf, 200, 500
cnf/soos/or-100-10-4-UC-30.cnf.gz.no_w.cnf, 200, 500
cnf/soos/or-70-5-3-UC-40.cnf.gz.no_w.cnf, 140, 350
cnf/soos/crowds.pm_15steps_8int_7fract_PCTL_TotalRuns=3_CrowdSize=5under.dimacs.gz.no_w.cnf, 475001, 364351
cnf/soos/08B-4.cnf.gz.no_w.cnf, 43169, 194520
cnf/soos/brp.pm_14steps_8int_8fract_p1_N=32_MAX=4under.dimacs.gz.no_w.cnf, 80112, 44677
cnf/soos/or-50-20-8-UC-20.cnf.gz.no_w.cnf, 100, 250
